code,name,city,country_id,location
BDS,Brindisi - Salento Airport,Materdomini,IT,POINT (17.948577553183746 40.661605)
BDU,Bardufoss Airport,Moen,NO,POINT (18.540665381702304 69.05482565)
BEB,Benbecula Airport,Benbecula,GB,POINT (-7.365274894300093 57.4807797)
BQN,Rafael Hernandez Airport,San Antonio,PR,POINT (-67.13421586611547 18.49346055)
BVA,Beauvais-Tille Airport,Tille,FR,POINT (2.110815 49.459488)
BVB,Boa Vista Airport,Boa Vista,BR,POINT (-60.666668 2.833333)
BVE,Laroche Airport,Brive-la-Gaillarde,FR,POINT (1.533333 45.166668)
YRT,Rankin Inlet Airport,,CA,POINT (-92.11267653787488 62.81005385)
BGR,Bangor International Airport,Bangor,US,POINT (-68.81941486105113 44.8072619)
BWA,Bhairawa Airport,Bhairahawa,NP,POINT (83.41217482010336 27.5050984)
BWW,Las Brujas Airport,Yaguajay,CU,POINT (-79.14720154 22.62129974)
MIM,Merimbula Airport,Merimbula,AU,POINT (149.901582526423 -36.90783335)
NTQ,Noto Airport,Nanao,JP,POINT (136.96099048012408 37.29385069999999)
BXY,Baikonur Krayniy Airport,Toretam,KZ,POINT (63.213889 45.623611)
BYF,Albert-Bray Airport,Bray-sur-Somme,FR,POINT (2.697659969 49.9715004)
BZY,Beltsy Airport,Balti,MD,POINT (27.933332 47.75)
BBK,Kasane Airport,Kasane,BW,POINT (25.164367059707985 -17.83045705)
BKI,Kota Kinabalu International Airport,Putatan,MY,POINT (116.0497893067351 5.9336120999999995)
BKL,Burke Lakefront Airport,Cleveland,US,POINT (-81.68113241152425 41.518816900000004)
BJX,Guanajuato International Airport,Colonia Nuevo Mexico,MX,POINT (-101.48120076520438 20.9934103)
BKN,Balkanabat Airport,Balkanabat,TM,POINT (54.361552091351115 39.482919949999996)
CAB,Cabinda Airport,Cabinda,AO,POINT (12.188211410382321 -5.598032249999999)
MLM,Morelia Airport,Alvaro Obregon,MX,POINT (-101.02693 19.84351)
CAC,Cascavel Airport,Cascavel,BR,POINT (-53.466667 -24.95)
CAW,Bartolomeu Lisandro Airport,Campos,BR,POINT (-41.3 -21.75)
CBB,J Wilsterman Airport,Cochabamba,BO,POINT (-66.178894 -17.413954)
CBG,Cambridge Airport,Fulbourn,GB,POINT (0.183333 52.2)
CCC,Jardines del Rey Airport,Moron,CU,POINT (-78.50833 22.5125)
CCF,Carcassonne Airport,Pennautier,FR,POINT (2.316667 43.216667)
CCK,Cocos Islands Airport,West Island,CC,POINT (96.916664 -12.166667)
YDA,Dawson City Airport,,CA,POINT (-139.12349875910493 64.04402830000001)
ZQW,Zweibruecken Airport,,DE,POINT (7.39756145986936 49.209210999999996)
RAB,Tokua Airport,,PG,POINT (152.3808504456366 -4.340607)
RRS,Roros Airport,,NO,POINT (11.34117592390011 62.580881950000006)
BNK,Ballina Byron Airport,Ballina,AU,POINT (153.55643603229527 -28.83744645)
BNN,Bronnoysund Airport Bronnoy,Bronnoysund,NO,POINT (12.2109254 65.4595318)
MNI,Bramble Airport,Saint Peters,MS,POINT (-62.233334 16.75)
MME,Durham Tees Valley Airport,Bishopton,GB,POINT (-1.4247903167173146 54.50941065)
ASI,Saint Helena Airport,,SH,POINT (-14.4 -7.966667)
BNI,Benin City Airport,Benin City,NG,POINT (5.599650573795893 6.3171425)
BPS,Porto Seguro Airport,Porto Seguro,BR,POINT (-39.08336724314525 -16.4389835)
BPX,Bangda Airport,Yanduo,CN,POINT (97.10917357409966 30.551130399999998)
MMH,Mammoth Lakes Airport,Mammoth Lakes,US,POINT (-118.8414903 37.6271234)
MMK,Murmansk Airport,Murmashi,RU,POINT (32.76209802957863 68.77916255)
MMX,Malmo Airport,Genarp,SE,POINT (13.369715681029767 55.5361868)
PEN,Penang International Airport,Kampung Sungai Ara,MY,POINT (100.27478564926506 5.296731899999999)
BSK,Biskra Airport,Biskra,DZ,POINT (5.734029338102971 34.7931774)
MCZ,Maceio-Zumbi dos Palmares International Airport,Satuba,BR,POINT (-35.800446 -9.512521)
CCU,Netaji Subhas Chandra Bose Airport,Dam Dam,IN,POINT (88.43931 22.64531)
AZR,Adrar Airport,Adrar,DZ,POINT (-0.283333 27.883333)
BQS,Blagoveschensk Airport,Shangmachang,RU,POINT (127.40968452242377 50.4266217)
BQT,Brest Airport,Zhabinka,BY,POINT (23.895084475831876 52.1088082)
BRA,Barreiras Airport,Barreiras,BR,POINT (-45.009705353357425 -12.0794806)
BSB,Brasilia International Airport,Brasilia,BR,POINT (-47.91172169662855 -15.87174755)
IRA,Kirakira Airport,,SB,POINT (161.83333 -10.5)
PEW,Bacha Khan International Airport,Peshawar,PK,POINT (71.51575924176217 33.99097355)
PEZ,Penza Airport,Zasechnoye,RU,POINT (45.02345501356966 53.110733999999994)
PHL,Philadelphia International Airport,Colwyn,US,POINT (-75.23521278969667 39.875018)
PKE,Parkes Airport,Parkes,AU,POINT (148.2389984 -33.1314011)
PKZ,Pakse Airport,Pakxe,LA,POINT (105.77960596181103 15.1357812)
CZL,Ain El Bey Airport,Constantine,DZ,POINT (6.6184457 36.3051916)
YRB,Resolute Bay Airport,,CA,POINT (-94.96858868629138 74.7166791)
QBC,Bella Coola Airport,,CA,POINT (-126.666664 52.333332)
ACE,Lanzarote Airport,Tias,ES,POINT (-13.60758816051166 28.94568045)
CEE,Cherepovets Airport,Tonshalovo,RU,POINT (38.0206535432642 59.27783665)
CEG,Hawarden Airport,Chester,GB,POINT (-2.9728660097029813 53.1796073)
MED,Prince Mohammad Bin Abdulaziz International Airport,Medina,SA,POINT (39.698967 24.544369)
PLM,Sultan Mahmud Badaruddin II Airport,Talangbetutu,ID,POINT (104.69968128139328 -2.8966306)
PLO,Port Lincoln Airport,Port Lincoln,AU,POINT (135.87753818162878 -34.60618625)
PLS,Providenciales International Airport,Abraham's Bay,TC,POINT (-72.2688841868252 21.77415335)
PLW,Mutiara Airport,Palu,ID,POINT (119.90866988348841 -0.9177448)
PLZ,Port Elizabeth International Airport,Port Elizabeth,ZA,POINT (25.61250857777766 -33.9897894)
PMC,El Tepual Airport,Puerto Montt,CL,POINT (-73.09450467694802 -41.443561700000004)
PMI,Palma de Mallorca Airport,s'Arenal,ES,POINT (2.729030991511172 39.553224549999996)
PNH,Phnom Penh International Airport,Phnom Penh,KH,POINT (104.84811156075017 11.5470571)
PNI,Pohnpei Airport,Kolonia Town,FM,POINT (158.20381948562675 6.9836798)
KEA,Keisah Airport,,ID,POINT (140.5 -7.6667)
YAX,Angling Lake Airport,,CA,POINT (-89.565 53.251945)
BSO,Basco Airport,Basco,PH,POINT (121.9807799315435 20.4514501)
CFQ,Creston Valley Airport,Creston,CA,POINT (-116.49834 49.036945)
CFR,Carpiquet Airport,Carpiquet,FR,POINT (-0.459276 49.183437)
MEX,Benito Juarez International Airport,Venustiano Carranza,MX,POINT (-99.07278 19.435278)
POA,Salgado Filho International Airport,Porto Alegre,BR,POINT (-51.16747969953305 -29.995268449999998)
PPT,Tahiti Faa'a Airport,Faaa,PF,POINT (-149.6103368761099 -17.55418205)
PRY,Wonderboom Airport,Pretoria,ZA,POINT (28.219465478499153 -25.65847035)
PSA,Pisa International Airport,Pisa,IT,POINT (10.39552700998277 43.68479365)
PSC,Tri-Cities Airport,Pasco,US,POINT (-119.11867034136114 46.2626203)
YFB,Iqaluit Airport,,CA,POINT (-68.55238356809608 63.757401900000005)
HAH,Prince Said Ibrahim Internatonal Airport,,KM,POINT (43.27492 -11.537275)
PVD,Theodore Francis Green Memorial State Airport,Warwick,US,POINT (-71.42858821974949 41.72243995)
PVG,Shanghai Pudong International Airport,Laogang,CN,POINT (121.80463662688626 31.141345049999998)
PVH,Porto Velho International Airport,Porto Velho,BR,POINT (-63.900493918125576 -8.70990265)
YBV,Berens River Airport,,CA,POINT (-97.02418005 52.3599899)
AAE,Les Salines Airport,El Hadjar,DZ,POINT (7.811857 36.821392)
AAX,Araxa Airport,Araxa,BR,POINT (-46.96040575380038 -19.563132000000003)
ABA,Abakan Airport,Podsineye,RU,POINT (91.5 53.716667)
BTJ,Sultan Iskandar Muda International Airport,Montasik,ID,POINT (95.419083238632 5.529465650000001)
BTR,Baton Rouge Metropolitan Airport,Brownsfield,US,POINT (-91.15037753510408 30.5319743)
BTV,Burlington International Airport,South Burlington,US,POINT (-73.15146310750751 44.472896500000004)
CGB,Marechal Rondon International Airport,Varzea Grande,BR,POINT (-56.120266 -15.651725)
MOC,Montes Claros Airport,Montes Claros,BR,POINT (-43.82008294490494 -16.70518095)
YGK,Kingston/Norman Rogers Airport,,CA,POINT (-76.59772452101123 44.22465785)
MOL,Molde Airport Aro,Molde,NO,POINT (7.263788878244842 62.74544625)
EFO,East Fork Airport,,US,POINT (-164.276388 64.69277777)
MOQ,Morondava Airport,Morondava,MG,POINT (44.3168582 -20.287079)
MOT,Minot International Airport,Minot,US,POINT (-101.27700504346882 48.25794645)
MOV,Moranbah Airport,Moranbah,AU,POINT (148.0749468736064 -22.061643699999998)
MPH,Boracay Airport,Caticlan,PH,POINT (121.95266939156987 11.92508925)
ADA,Adana Airport,Seyhan,TR,POINT (35.29736 36.98503)
ADF,Adiyaman Airport,Adiyaman,TR,POINT (38.266666 37.75)
ADZ,Gustavo Rojas Pinilla Airport,San Andres,CO,POINT (-81.70221 12.586047)
BWN,Brunei International Airport,Bandar Seri Begawan,BN,POINT (114.92908228171993 4.9423855)
CGH,Sao Paulo/Congonhas Airport,Diadema,BR,POINT (-46.659557 -23.626902)
MPL,Montpellier Mediterranee Airport,Perols,FR,POINT (3.9593453999962533 43.578799000000004)
BWT,Burnie Wynyard Airport,Wynyard,AU,POINT (145.73587661421897 -40.998705599999994)
PXU,Pleiku Airport,Pleiku,VN,POINT (108.0135475589313 14.004424)
YWL,Williams Lake Airport,,CA,POINT (-122.054 52.1831017)
QUO,Akwa Ibom Airport,Esuk Oron,NG,POINT (8.097530913373072 4.8756716)
YOJ,Footner Lake Airport,,CA,POINT (-117.168335 58.618332)
CAG,Cagliari Elmas Airport,Elmas,IT,POINT (9.057312580961453 39.250583)
MQX,Makale Airport,Mekele,ET,POINT (39.52639 13.468333)
MRA,Misurata Airport,Misratah,LY,POINT (15.066667 32.4)
CBR,Canberra Airport,Forrest,AU,POINT (149.19180056325803 -35.302878750000005)
CBT,Catumbela Airport,Catumbela,AO,POINT (13.493883647703775 -12.481364)
CGQ,Changchun Longjia International Airport,Changchun,CN,POINT (125.217545 43.902836)
CGR,Campo Grande International Airport,Campo Grande,BR,POINT (-54.68224625125994 -20.471576849999998)
AEP,Jorge Newbery Airport,Colegiales,AR,POINT (-58.41667 -34.55622)
AFA,San Rafael Airport,San Rafael,AR,POINT (-68.40056 -34.58917)
AGB,Augsburg Airport,Rehling,DE,POINT (10.931667 48.425278)
AGF,La Garenne Airport,Le Passage,FR,POINT (0.598611 44.17361)
AGT,Alejo Garcia Airport,Colonia Yguazu,PY,POINT (-54.833332 -25.5)
AGU,Aguascalients International Airport,Penuelas (El Cienegal),MX,POINT (-102.31374 21.701416)
CGY,Laguindingan International Airport,Lumbia,PH,POINT (124.61157 8.407744)
YQT,Thunder Bay International Airport,,CA,POINT (-89.32725832169425 48.37209765)
CCB,Cable Airport,Claremont,US,POINT (-117.6853957695332 34.11242505)
RGK,Gorno-Altaysk Airport,Aya,RU,POINT (85.83540755427552 51.96654205)
CCJ,Calicut International Airport,Ferokh,IN,POINT (75.95411010175508 11.1363042)
MXH,Moro Airport,,PG,POINT (143.232815954623 -6.36246295)
CEB,Mactan-Cebu International Airport,Buagsong,PH,POINT (123.97927764356774 10.310328)
CEI,Chiang Rai International Airport,Chiang Rai,TH,POINT (99.87945678537508 19.9480922)
AJA,Ajaccio Napoleon Bonaparte Airport,Ajaccio,FR,POINT (8.794013 41.91987)
AJF,Jouf Airport,Sakaka,SA,POINT (40.101486 29.788668)
AJI,Agri Airport,Hamur,TR,POINT (43.025 39.65)
IAM,In Amenas Airport,,DZ,POINT (9.644012211467604 28.05539045)
MSR,Mus Airport,Haskoy,TR,POINT (41.625 38.725)
RGN,Yangon International Airport,Yangon,MM,POINT (96.13661261066854 16.91201185)
AGH,Angelholm Helsingborg Airport,,SE,POINT (12.852846835898422 56.297234599999996)
MSU,Moshoeshoe International Airport,Maseru,LS,POINT (27.505556 -29.30139)
CGI,Cape Girardeau Airport,Scott City,US,POINT (-89.56800317845975 37.224715849999995)
CGK,Soekarno-Hatta International Airport,Teluknaga,ID,POINT (106.65658968644006 -6.12389155)
CGP,Shah Amanat International Airport,Chittagong,BD,POINT (91.81968167066351 22.2536779)
CHA,Chattanooga Airport,East Ridge,US,POINT (-85.20167788785842 35.032383550000006)
CHS,Charleston International Airport,Hanahan,US,POINT (-80.03946503050427 32.89929845)
CIA,Ciampino-G. B. Pastine International Airport,Ciampino,IT,POINT (12.590987 41.799065)
CID,The Eastern Iowa Airport,Fairfax,US,POINT (-91.7003 41.889423)
CIJ,E. Beltram Airport,Brasileia,BO,POINT (-68.75278 -11.026389)
AKU,Aksu Airport,,CN,POINT (80.291667 41.2625)
AKX,Aktyubinsk Airport,Aqtobe,KZ,POINT (57.211403 50.249336)
ALA,Almaty Airport,Pervomayskiy,KZ,POINT (77.04258378940835 43.355686250000005)
AMD,Ahmedabad Airport,Naroda,IN,POINT (72.6305442 23.0855562)
AMS,Amsterdam Airport Schiphol,Aalsmeer,NL,POINT (4.741505200022974 52.32697895)
JAV,Ilulissat Airport,,GL,POINT (-51.056119024204875 69.24366964999999)
MSZ,Yuri Gagarin Airport,Namibe,AO,POINT (12.160833 -15.208611)
DCK,Dahl Creek Airport,,US,POINT (-156.9057329 66.9441134)
CHC,Christchurch International Airport,Prebbleton,NZ,POINT (172.53575429898345 -43.4847958)
EGS,Egilsstadir Airport,,IS,POINT (-14.40198938402052 65.28288914999999)
CHG,Chaoyang Airport,Chaoyang,CN,POINT (120.43414650929849 41.539062)
ANU,V.C. Bird International Airport,Parham,AG,POINT (-61.79381928408262 17.13578595)
AOG,Anshan Teng'ao Airport,Anshan,CN,POINT (123.03333 41.166668)
CIT,Shymkent Airport,Shymkent,KZ,POINT (69.6 42.3)
CIX,Cornel Ruiz Airport,Chiclayo,PE,POINT (-79.83222 -6.789722)
CJA,Cajamarca Airport,Cajamarca,PE,POINT (-78.48983644732348 -7.13845645)
GEO,Cheddi Jagan International Airport,Vreed-en-Hoop,GY,POINT (-58.25592779458964 6.498248800000001)
RLK,Bayannur Tianjitai Airport,Xamba,CN,POINT (107.73447335946133 40.928311699999995)
NNB,Santa Ana Airport,,SB,POINT (162.5 -10.833333)
CJB,Coimbatore International Airport,Irugur,IN,POINT (77.04169829450647 11.0312326)
CJC,El Loa Airport,Calama,CL,POINT (-68.90843 -22.495085)
CJJ,Cheongju Airport,Cheongju-si,KR,POINT (127.49746427479121 36.7155563)
CKB,Benedum Airport,Bridgeport,US,POINT (-80.22945 39.295555)
CKG,Chongqing Jiangbei International Airport,Shuangfengqiao,CN,POINT (106.64983063307892 29.72606975)
CKH,Chokurdah Airport,Chokurdakh,RU,POINT (147.88333 70.63333)
APO,Apartado Airport,Carepa,CO,POINT (-76.71766 7.817678)
AQB,Quiche Airport,Santa Cruz del Quiche,GT,POINT (-91.15 15.01)
TCJ,Torembi Airport,,PG,POINT (143.13333 -4.016667)
APL,Nampula Airport,Nampula,MZ,POINT (39.287224 -15.101667)
CKY,Conakry Airport,Conakry,GN,POINT (-13.613075755188323 9.576551250000001)
MPM,Maputo International Airport,,MZ,POINT (32.582643793413375 -25.9063936)
CKZ,Canakkale Airport,Canakkale,TR,POINT (26.429690386094045 40.13450605)
CLD,McClellan-Palomar Airport,Lake San Marcos,US,POINT (-117.2814001459839 33.12754605000001)
CLO,Alfonso B. Aragon Airport,Palmira,CO,POINT (-76.381386 3.543056)
ARD,Alor Island Airport,Sifala,ID,POINT (124.53333 -8.683333)
ART,Watertown Airport,Dexter,US,POINT (-76.021385 43.990833)
ASF,Astrakhan Airport,Yaksatovo,RU,POINT (48.018907153379175 46.28016705)
CLQ,Colima Airport,Cuauhtemoc,MX,POINT (-103.65 19.3)
SDK,Sandakan Airport,Taman Rajawali,MY,POINT (118.05812026098866 5.8998839499999995)
CLY,Sainte Catherine Airport,Calvi,FR,POINT (8.791667 42.52778)
CME,Ciudad Del Carmen Airport,Ciudad del Carmen,MX,POINT (-91.80046272071905 18.6517384)
CMH,John Glenn Columbus International Airport,Gahanna,US,POINT (-82.89304061484347 39.99705605)
ATM,Altamira Airport,Altamira,BR,POINT (-52.216667 -3.2)
GHA,Noumerate Airport,Ghardaia,DZ,POINT (3.794306470528227 32.3857188)
MTP,Montauk Airport,Montauk,US,POINT (-71.92162522396876 41.0761753)
CPV,Joao Suassuna Airport,Campina Grande,BR,POINT (-35.89609699581786 -7.27016065)
CRW,Yeager Airport,Charleston,US,POINT (-81.5942197333228 38.37294755)
MTR,Los Garzones Airport,Cerete,CO,POINT (-75.82489835334957 8.82368475)
MUN,Jose Tadeo Monagas International Airport,Maturin,VE,POINT (-63.15470842865918 9.7497702)
GWD,Gwadar Airport,Gwadar,PK,POINT (62.32852684802599 25.2323386)
AUG,Augusta Airport,Augusta,US,POINT (-69.79667 44.318054)
AUR,Aurillac Airport,Aurillac,FR,POINT (2.418056 44.8975)
AUX,Araguaina Airport,Araguaina,BR,POINT (-48.2 -7.2)
AVA,An Shun/Huang Guo Shu Airport,Anshun,CN,POINT (105.87278 26.257221)
CMN,Mohamed V International Airport,Nouaseur,MA,POINT (-7.586667 33.36667)
CMW,Ign Agramonte International Airport,Camaguey,CU,POINT (-77.849724 21.418612)
CND,Kogalniceanu Airport,Mihail Kogalniceanu,RO,POINT (28.48645083006126 44.364428399999994)
GWL,Gwalior Airport,Morar,IN,POINT (78.22278188888617 26.2972939)
GZP,Gazipasa Airport,Gazipasa,TR,POINT (32.29718214713545 36.29880585)
GZT,Gaziantep Airport,Oguzeli,TR,POINT (37.47319308119735 36.9479318)
HAQ,Hanimaadhoo Airport,Dhidhdhoo,MV,POINT (73.16926271391242 6.74674065)
GOT,Goteborg Landvetter Airport,Landvetter,SE,POINT (12.287763001236742 57.662414749999996)
HDN,Yampa Valley Airport,Hayden,US,POINT (-107.220936 40.4844693)
HDY,Hat Yai International Airport,Khlong Hoi Khong,TH,POINT (100.3937098 6.9353952)
YWK,Wabush Airport,,CA,POINT (-66.86590757996974 52.92290375)
HEA,Herat International Airport,Guzarah,AF,POINT (62.22776940067165 34.2065784)
HER,Heraklion Airport,Nea Alikarnassos,GR,POINT (25.1742268 35.3363305)
MUX,Multan Airport,Multan,PK,POINT (71.41997759761222 30.2071105)
MUZ,Musoma Airport,Musoma,TZ,POINT (33.80178074217361 -1.50286265)
AXM,El Eden Airport,La Tebaida,CO,POINT (-75.76804 4.452869)
AXP,Springpoint Airport,Masons Bay,BS,POINT (-73.96667 22.45)
AYP,Yanamilla Airport,Carmen Alto,PE,POINT (-74.24722 -13.197222)
BSG,Bata Airport,Bata,GQ,POINT (9.80749101607464 1.9093582)
MVD,Carrasco International Airport,Paso de Carrasco,UY,POINT (-56.02201434471925 -34.830431950000005)
SUJ,Satu Mare International Airport,Madaras,RO,POINT (22.88445740774703 47.705222)
DLA,Douala Airport,Douala,CM,POINT (9.716386661669063 4.01357)
MUA,Munda Airport,,SB,POINT (157.26105064765403 -8.3272596)
SSM,Sault Ste. Marie Airport,,CA,POINT (-84.50019623151833 46.484818000000004)
MCX,Makhachkala Airport,Kaspiysk,RU,POINT (47.65567236459954 42.816631900000004)
MCY,Sunshine Coast Airport,Coolum Beach,AU,POINT (153.0834615909481 -26.59467215)
MDC,Sam Ratulangi International Airport,Tatelu,ID,POINT (124.92516459750878 1.5504688500000001)
MOW,Mpanda Airport,,TZ,POINT (31.084082497937757 -6.35497145)
LCT,Shijiazhuang Luancheng Airport,,CN,POINT (114.59152619473704 37.915486400000006)
CNQ,Camba Punta Airport,Corrientes,AR,POINT (-58.762222 -27.449722)
CNW,TSTC Waco Airport,Hillsboro,US,POINT (-97.13333 31.916668)
AZD,Yazd Airport,Yazd,IR,POINT (54.283264 31.903603)
BAL,Batman Airport,Yenikoy,TR,POINT (41.083332 37.916668)
DAU,Daru Airport,,PG,POINT (143.2079998419926 -9.0867605)
YFO,Flin Flon Airport,,CA,POINT (-101.6775972374846 54.67692025)
SZZ,Goleniow Airport,Goleniow,PL,POINT (14.903674968858503 53.5843896)
JJN,Quanzhou Jinjiang International Airport,Jinjiang,CN,POINT (118.58870501999499 24.79702915)
JAX,Jacksonville International Airport,Nassau Village-Ratliff,US,POINT (-81.6924513519536 30.4947303)
JBQ,La Isabela International Airport,Santo Domingo,DO,POINT (-69.98602447318345 18.5713644)
JFK,John F. Kennedy International Airport,Inwood,US,POINT (-73.7793733748521 40.642947899999996)
LUN,Kenneth Kaunda International Airport,Lusaka,ZM,POINT (28.453200826570317 -15.3301972)
JKG,Axamo Airport,Taberg,SE,POINT (14.06703041585528 57.76018705)
MDT,Harrisburg International Airport,Middletown,US,POINT (-76.75294587287746 40.193209800000005)
MDW,Chicago Midway International Airport,Stickney,US,POINT (-87.7508277936727 41.78544375)
MDZ,El Plumerillo International Airport,Las Heras,AR,POINT (-68.79757765477916 -32.8315886)
KOE,El Tari Airport,Penfui,ID,POINT (123.6665131860189 -10.1714871)
KOJ,Kagoshima Airport,Kajiki,JP,POINT (130.718951 31.803187)
KOK,Kruunupyy Airport,Kronoby,FI,POINT (23.140373320489292 63.71924745)
MEB,Essendon Airport,Niddrie,AU,POINT (144.90131752171806 -37.72660985)
COR,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport,Villa Allende,AR,POINT (-64.21377 -31.31548)
COS,Colorado Springs Airport,Security-Widefield,US,POINT (-104.70327708699932 38.8004299)
TAB,A.N.R. Robinson International Airport,Scarborough,TT,POINT (-60.8375427625885 11.15043845)
TAE,Daegu International Airport,Daegu,KR,POINT (128.6516654 35.8979585)
